timestamp,update_id,loss,policy_loss,value_loss,entropy,kl,clip_frac,alpha,q1_loss,q2_loss,gamma,lam,lr
2026-05-09 17:52:50,58000,-11.049430847167969,-3.858273983001709,0.01008706446737051,2.048358678817749,-7.201243877410889,0.23818545043468475,0.23818545043468475,0.005451074801385403,0.004635989665985107,0.995,0.0,3e-05
2026-05-09 17:52:57,58500,-11.22136116027832,-3.95400333404541,0.007550245150923729,2.0535597801208496,-7.274908542633057,0.23807008564472198,0.23807008564472198,0.003603862365707755,0.00394638255238533,0.995,0.0,3e-05
2026-05-09 17:53:04,59000,-11.129565238952637,-3.9498348236083984,0.008776774629950523,2.0075736045837402,-7.188507080078125,0.23796197772026062,0.23796197772026062,0.004178714472800493,0.004598059691488743,0.995,0.0,3e-05
2026-05-09 17:53:11,59500,-11.182244300842285,-3.9759044647216797,0.00858458410948515,2.0027129650115967,-7.214924335479736,0.2378467172384262,0.2378467172384262,0.004322767723351717,0.004261816386133432,0.995,0.0,3e-05
2026-05-09 17:53:19,60000,-11.19279670715332,-4.010517120361328,0.016244053840637207,2.0576071739196777,-7.198523044586182,0.23773153126239777,0.23773153126239777,0.008056089282035828,0.008187963627278805,0.995,0.0,3e-05
2026-05-09 17:53:26,60500,-10.02939224243164,-3.999955177307129,1.2215933799743652,2.013063907623291,-7.251030445098877,0.23762379586696625,0.23762379586696625,0.6105835437774658,0.6110098361968994,0.995,0.0,3e-05
2026-05-09 17:53:33,61000,-11.393781661987305,-4.122705459594727,0.010170914232730865,2.026198148727417,-7.281247138977051,0.23750872910022736,0.23750872910022736,0.005024499259889126,0.005146414507180452,0.995,0.0,3e-05
2026-05-09 17:53:40,61500,-11.298290252685547,-4.064427375793457,0.021999835968017578,2.0714669227600098,-7.255862236022949,0.23740112781524658,0.23740112781524658,0.011072558350861073,0.010927277617156506,0.995,0.0,3e-05
2026-05-09 17:53:47,62000,-11.35678482055664,-4.09215784072876,0.012764987535774708,2.014112949371338,-7.2773919105529785,0.23728607594966888,0.23728607594966888,0.006326797418296337,0.006438190117478371,0.995,0.0,3e-05
2026-05-09 17:53:54,62500,-11.472648620605469,-4.185356140136719,0.011233881115913391,2.0378222465515137,-7.298526763916016,0.23717141151428223,0.23717141151428223,0.005155571736395359,0.006078309845179319,0.995,0.0,3e-05
2026-05-09 17:54:01,63000,-11.36273193359375,-4.165472507476807,0.0144151970744133,2.0858120918273926,-7.211674690246582,0.23706378042697906,0.23706378042697906,0.006088693626224995,0.008326503448188305,0.995,0.0,3e-05
2026-05-09 17:54:08,63500,-11.505483627319336,-4.264464378356934,0.009692766703665257,2.0664072036743164,-7.2507123947143555,0.23694920539855957,0.23694920539855957,0.00481610419228673,0.004876662511378527,0.995,0.0,3e-05
